-0.182722,0.0951052,0.635223,-2.80027,-1.25739,-0.0374029
-0.197076,0.115798,0.604268,-2.83911,-1.27624,-0.0383532
-0.208452,0.12271,0.55509,2.84178,1.27792,-0.00326761
-0.191449,0.0920236,0.555891,2.85741,1.28498,-0.0265206
-0.161627,0.0271154,0.567072,-2.82208,-1.23915,0.0492143
-0.158131,0.01591,0.585839,-2.79463,-1.2298,0.0955136
-0.144552,0.0575686,0.58013,-2.81567,-1.25919,0.0530033
-0.137992,0.0391079,0.597251,-2.80321,-1.25412,0.0534682
-0.165439,0.114229,0.580806,2.82009,1.25789,-0.064112
-0.19383,0.111564,0.567918,2.81651,1.26683,-0.0523441
-0.0796309,0.24065,0.62707,2.85502,1.2561,-0.0945259
-0.10407,0.0834268,0.644672,-2.82517,-1.2507,0.0168048
-0.0842895,-0.124521,0.62915,-2.70885,-1.13757,0.0224366
-0.132048,0.0124044,0.575342,-2.78443,-1.27845,0.156364
-0.130402,0.0138694,0.578244,-2.7024,-1.15987,0.000828944
-0.247279,0.258874,0.617109,2.59482,1.17274,-0.02077
-0.157586,0.364922,0.578744,2.45603,1.15098,-0.36523
-0.176486,0.0477707,0.620922,-2.84518,-1.30309,0.127994
-0.14978,0.0758907,0.614572,2.83841,1.2399,-0.117764
-0.270712,0.289463,0.559942,2.6467,1.07695,0.0929076
-0.235952,0.112969,0.645321,2.41085,1.95591,0.321406
-0.15602,0.0192505,0.536916,-2.69515,-1.2681,-0.0747596
-0.155567,-0.0342043,0.551448,-2.80859,-0.85667,0.118888
-0.06375,-0.0718538,0.516091,-2.49343,-1.2414,-0.120051
-0.207404,0.104218,0.555689,-2.80425,-1.24494,-0.163749
-0.292099,0.206186,0.613175,2.66162,1.21351,0.304364
-0.196177,0.112761,0.720095,-2.76994,-1.34779,-0.202309
-0.122647,0.00895324,0.403017,-2.60032,-1.1343,-0.0448173
-0.122645,0.00895091,0.403018,-2.60036,-1.13419,-0.0447963
-0.156324,0.0520597,0.43442,-2.66227,-1.16719,-0.0718812
-0.199882,0.107813,0.453319,-2.84328,-1.26565,-0.158292
-0.257459,0.181512,0.457628,2.79143,1.25185,0.194383
-0.277479,0.207138,0.437352,2.70953,1.22288,0.220429
-0.320481,0.250928,0.453776,2.55805,1.19393,0.265987
-0.338038,0.272332,0.484184,2.47784,1.1554,0.27483
-0.370942,0.308239,0.444571,2.41788,1.14237,0.293608
-0.395835,0.124264,0.521383,2.67069,1.17363,0.389925
-0.319938,0.222371,0.544156,2.63054,1.24868,0.255295
-0.243945,0.279273,0.566357,2.63304,1.15615,0.160455
-0.14425,0.0181088,0.504159,-2.66971,-1.1253,-0.0189156
