-0.182793,0.0958529,0.62525,-2.80028,-1.25743,-0.0374056
-0.196971,0.116157,0.594275,-2.83911,-1.27628,-0.0383565
-0.208368,0.122463,0.545093,2.84176,1.27797,-0.00326756
-0.19157,0.0918678,0.545898,2.85741,1.28502,-0.0265499
-0.162157,0.0275288,0.5571,-2.82206,-1.23913,0.0492235
-0.159055,0.0164469,0.575893,-2.79459,-1.22993,0.0955327
-0.145094,0.0579471,0.570149,-2.81569,-1.25915,0.0530021
-0.138597,0.0396168,0.587282,-2.80322,-1.25408,0.0534659
-0.165602,0.113574,0.570832,2.8201,1.2579,-0.0641108
-0.193894,0.110954,0.557938,2.81659,1.26673,-0.052093
-0.0800933,0.240208,0.617096,2.85505,1.25602,-0.0944667
-0.104407,0.083866,0.634682,-2.82507,-1.25075,0.0170281
-0.0851839,-0.122716,0.619358,-2.70886,-1.13755,0.0222205
-0.133282,0.0126497,0.565418,-2.78442,-1.27847,0.156391
-0.131196,0.0156924,0.568457,-2.70237,-1.15986,0.000791917
-0.246215,0.256174,0.607542,2.59481,1.17279,-0.0207771
-0.158239,0.360311,0.56989,2.45601,1.15101,-0.365225
-0.177266,0.0475128,0.610953,-2.84528,-1.30297,0.127989
-0.150308,0.0752058,0.604611,2.83842,1.23993,-0.117762
-0.269075,0.287126,0.550339,2.64658,1.07708,0.0928912
-0.234232,0.1141,0.635543,2.41091,1.95591,0.3214
-0.156257,0.0209255,0.527052,-2.69518,-1.2681,-0.0747816
-0.156922,-0.0325112,0.541688,-2.80858,-0.856715,0.118883
-0.0645505,-0.0683834,0.506742,-2.49335,-1.24159,-0.120075
-0.206713,0.105285,0.545767,-2.80426,-1.24493,-0.163754
-0.289423,0.205229,0.603585,2.6616,1.21352,0.304365
-0.195239,0.113818,0.710194,-2.76995,-1.34781,-0.202315
-0.123559,0.0118183,0.39348,-2.60039,-1.13416,-0.0447951
-0.123552,0.0118093,0.393483,-2.60036,-1.13414,-0.0447813
-0.156807,0.0543763,0.424708,-2.66222,-1.16727,-0.0718887
-0.199056,0.108454,0.443373,-2.84321,-1.26586,-0.158302
-0.255993,0.181334,0.44774,2.79138,1.25198,0.194374
-0.275481,0.206278,0.427599,2.7096,1.2228,0.220429
-0.317548,0.248992,0.44443,2.55805,1.19399,0.265949
-0.33469,0.269675,0.475145,2.4779,1.15529,0.274862
-0.367221,0.305207,0.435809,2.41786,1.14246,0.293569
-0.392676,0.123509,0.511923,2.67063,1.17375,0.389931
-0.317461,0.221159,0.534543,2.63057,1.24859,0.255177
-0.241894,0.277356,0.556757,2.63305,1.15609,0.160448
-0.145055,0.0203675,0.494456,-2.66978,-1.12536,-0.0189593
